field,month,differential_usd,year,source_quarter,source_file
HEIDRUN,9,-0.1,2022,3,np-3q-2022-endelige-normpriser.xlsx
HEIDRUN,10,0.5,2022,4,np-4q-2022-endelige-normpriser.xlsx
HEIDRUN,11,-0.55,2022,4,np-4q-2022-endelige-normpriser.xlsx
HEIDRUN,12,-5.7,2022,4,np-4q-2022-endelige-normpriser.xlsx
HEIDRUN,1,-4.1,2023,1,np-1q-2023-endelige-normpriser.xlsx
HEIDRUN,2,-2.9,2023,1,np-1q-2023-endelige-normpriser.xlsx
HEIDRUN,3,-1.5,2023,1,np-1q-2023-endelige-normpriser.xlsx
HEIDRUN,4,-1.15,2023,2,np-2q-2023-endelige-normpriser.xlsx
HEIDRUN,5,-0.65,2023,2,np-2q-2023-endelige-normpriser.xlsx
HEIDRUN,6,-0.25,2023,2,np-2q-2023-endelige-normpriser.xlsx
HEIDRUN,7,0.4,2023,3,np-3q-2023-endelige-normpriser.xlsx
HEIDRUN,8,2.35,2023,3,np-3q-2023-endelige-normpriser.xlsx
HEIDRUN,9,2.5,2023,3,np-3q-2023-endelige-normpriser.xlsx
HEIDRUN,10,1.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
HEIDRUN,11,0.35,2023,4,np-4q-2023-endelige-normpriser.xlsx
HEIDRUN,12,1.3,2023,4,np-4q-2023-endelige-normpriser.xlsx
HEIDRUN,1,-1.45,2024,1,np-1q-2024-endelige-normpriser.xlsx
HEIDRUN,2,-0.2,2024,1,np-1q-2024-endelige-normpriser.xlsx
HEIDRUN,4,-2.5,2024,2,np-2q-2024-endelige-normpriser.xlsx
HEIDRUN,5,-0.3,2024,2,np-2q-2024-endelige-normpriser.xlsx
HEIDRUN,6,-1.65,2024,2,np-2q-2024-endelige-normpriser.xlsx
HEIDRUN,7,-1.0,2024,3,np-3q-2024-endelige-normpriser.xlsx
HEIDRUN,8,0.25,2024,3,np-3q-2024-endelige-normpriser.xlsx
HEIDRUN,9,0.1,2024,3,np-3q-2024-endelige-normpriser.xlsx
HEIDRUN,10,0.45,2024,4,np-4q-2024-endelige-normpriser.xlsx
HEIDRUN,11,0.85,2024,4,np-4q-2024-endelige-normpriser.xlsx
HEIDRUN,12,0.7,2024,4,np-4q-2024-endelige-normpriser.xlsx
HEIDRUN,1,0.25,2025,1,np-1q-2025-endelige-normpriser.xlsx
HEIDRUN,2,0.5,2025,1,np-1q-2025-endelige-normpriser.xlsx
HEIDRUN,3,2.35,2025,1,np-1q-2025-endelige-normpriser.xlsx
HEIDRUN,4,1.65,2025,2,np-2q-2025-endelige-normpriser.xlsx
HEIDRUN,5,2.25,2025,2,np-2q-2025-endelige-normpriser.xlsx
HEIDRUN,6,1.3,2025,2,np-2q-2025-endelige-normpriser.xlsx
HEIDRUN,7,1.95,2025,3,np-3q-2025-endelige-normpriser.xlsx
HEIDRUN,8,-0.15,2025,3,np-3q-2025-endelige-normpriser.xlsx
HEIDRUN,9,1.3,2025,3,np-3q-2025-endelige-normpriser.xlsx
HEIDRUN,10,2.0,2025,4,np-4q-2025-endelige-normpriser.xlsx
HEIDRUN,11,-0.5,2025,4,np-4q-2025-endelige-normpriser.xlsx
HEIDRUN,12,0.25,2025,4,np-4q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,1,-0.3,2021,1,np-1q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,2,-0.5,2021,1,np-1q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,3,-1.7,2021,1,np-1q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,4,-2.35,2021,2,np-2q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,5,-2.3,2021,2,np-2q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,6,-1.9,2021,2,np-2q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,7,-2.3,2021,3,np-3q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,8,-2.65,2021,3,np-3q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,9,-2.4,2021,3,np-3q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,10,-1.85,2021,4,np-4q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,11,-1.65,2021,4,np-4q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,12,-1.35,2021,4,np-4q-2021-endelige-normpriser.xlsx
JOHAN SVERDRUP,1,-1.25,2022,1,np-1q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,2,-0.95,2022,1,np-1q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,3,-1.05,2022,1,np-1q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,4,-0.9,2022,2,np-2q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,5,-0.45,2022,2,np-2q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,6,0.5,2022,2,np-2q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,7,1.25,2022,3,np-3q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,8,3.15,2022,3,np-3q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,9,2.4,2022,3,np-3q-2022-endelige-normpriser_johan_sverdrup.xlsx
JOHAN SVERDRUP,10,-2.45,2022,4,np-4q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,11,-1.05,2022,4,np-4q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,12,-3.8,2022,4,np-4q-2022-endelige-normpriser.xlsx
JOHAN SVERDRUP,1,-4.8,2023,1,np-1q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,2,-1.5,2023,1,np-1q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,3,-0.65,2023,1,np-1q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,4,-1.15,2023,2,np-2q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,5,0.2,2023,2,np-2q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,6,-0.05,2023,2,np-2q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,7,1.15,2023,3,np-3q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,8,2.0,2023,3,np-3q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,9,0.9,2023,3,np-3q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,10,1.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,11,2.0,2023,4,np-4q-2023-endelige-normpriser.xlsx
JOHAN SVERDRUP,1,-1.25,2024,1,np-1q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,2,1.5,2024,1,np-1q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,3,-2.55,2024,1,np-1q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,4,-2.3,2024,2,np-2q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,5,-0.6,2024,2,np-2q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,6,0.5,2024,2,np-2q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,7,1.1,2024,3,np-3q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,8,-0.35,2024,3,np-3q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,9,-0.4,2024,3,np-3q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,10,-1.0,2024,4,np-4q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,11,-1.4,2024,4,np-4q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,12,-2.65,2024,4,np-4q-2024-endelige-normpriser.xlsx
JOHAN SVERDRUP,1,-1.65,2025,1,np-1q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,2,0.35,2025,1,np-1q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,3,1.45,2025,1,np-1q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,4,-0.2,2025,2,np-2q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,5,-1.15,2025,2,np-2q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,6,0.55,2025,2,np-2q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,7,2.45,2025,3,np-3q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,8,1.65,2025,3,np-3q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,9,0.75,2025,3,np-3q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,10,-0.3,2025,4,np-4q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,11,-1.25,2025,4,np-4q-2025-endelige-normpriser.xlsx
JOHAN SVERDRUP,12,-0.75,2025,4,np-4q-2025-endelige-normpriser.xlsx
JOTUN,4,-0.30000001192092896,2012,2,normpriser-2q-2012.xlsx
JOTUN,5,-0.8999999761581421,2012,2,normpriser-2q-2012.xlsx
JOTUN,6,-0.3499999940395355,2012,2,normpriser-2q-2012.xlsx
JOTUN,7,-0.3499999940395355,2012,3,np-3q-2012.xlsx
JOTUN,8,-0.15000000596046448,2012,3,np-3q-2012.xlsx
JOTUN,9,-0.15000000596046448,2012,3,np-3q-2012.xlsx
JOTUN,1,0.800000011920929,2013,1,np-2013-1q.xlsx
JOTUN,2,-0.10000000149011612,2013,1,np-2013-1q.xlsx
JOTUN,3,-0.05000000074505806,2013,1,np-2013-1q.xlsx
JOTUN,1,-1.65,2017,1,np-q1-2017-endelige-normpriser.xlsx
JOTUN,3,-2.9008,2017,1,np-q1-2017-endelige-normpriser.xlsx
JOTUN,8,-1.7,2017,3,np-q3-2017-endelige-normpriser.xlsx
JOTUN,9,-1.2,2017,3,np-q3-2017-endelige-normpriser.xlsx
JOTUN,4,-1.05,2019,2,np-2q-2019-normpriser.xlsx
JOTUN,6,-2.0,2019,2,np-2q-2019-normpriser.xlsx
JOTUN,8,-1.35,2019,3,np-3q-2019-normpriser.xlsx
JOTUN,10,-0.5,2019,4,np-4q-2019-normpriser.xlsx
JOTUN,11,-2.45,2019,4,np-4q-2019-normpriser.xlsx
JOTUN,1,1.0,2020,1,np-1q-2020-normpriser.xlsx
JOTUN,3,-1.55,2020,1,np-1q-2020-normpriser.xlsx
KNARR,1,-0.15,2017,1,np-q1-2017-endelige-normpriser.xlsx
KNARR,2,-0.85,2017,1,np-q1-2017-endelige-normpriser.xlsx
KNARR,3,-1.2,2017,1,np-q1-2017-endelige-normpriser.xlsx
KNARR,7,-1.45,2017,3,np-q3-2017-endelige-normpriser.xlsx
KNARR,8,-1.55,2017,3,np-q3-2017-endelige-normpriser.xlsx
KNARR,9,-1.5,2017,3,np-q3-2017-endelige-normpriser.xlsx
KNARR,4,-2.0,2019,2,np-2q-2019-normpriser.xlsx
KNARR,8,-2.1,2019,3,np-3q-2019-normpriser.xlsx
KNARR,10,-1.75,2019,4,np-4q-2019-normpriser.xlsx
KNARR,11,-1.25,2019,4,np-4q-2019-normpriser.xlsx
KNARR,1,0.05,2020,1,np-1q-2020-normpriser.xlsx
KNARR,3,0.2,2020,1,np-1q-2020-normpriser.xlsx
KNARR,5,-11.2,2020,2,np-2q-2020-normpriser.xlsx
KNARR,5,-7.45,2020,2,np-2q-2020-normpriser.xlsx
KNARR,6,-11.2,2020,2,np-2q-2020-normpriser.xlsx
KNARR,7,-2.7,2020,3,np-3q-2020-normpriser.xlsx
KNARR,8,-2.65,2020,3,np-3q-2020-normpriser.xlsx
KNARR,9,-3.0,2020,3,np-3q-2020-normpriser.xlsx
KNARR,10,-2.9,2020,4,np-4q-2020-normpriser.xlsx
KNARR,11,-2.2,2020,4,np-4q-2020-normpriser.xlsx
KNARR,12,-2.1,2020,4,np-4q-2020-normpriser.xlsx
KNARR,1,-2.65,2021,1,np-1q-2021-endelige-normpriser.xlsx
KNARR,3,-2.6,2021,1,np-1q-2021-endelige-normpriser.xlsx
KNARR,5,-4.1,2021,2,np-2q-2021-endelige-normpriser.xlsx
KNARR,9,-2.4,2021,3,np-3q-2021-endelige-normpriser.xlsx
KNARR,11,-2.15,2021,4,np-4q-2021-endelige-normpriser.xlsx
KNARR,2,-1.0,2022,1,np-1q-2022-endelige-normpriser.xlsx
KNARR,3,-1.15,2022,1,np-1q-2022-endelige-normpriser.xlsx
KNARR,5,-2.3,2022,2,np-2q-2022-endelige-normpriser.xlsx
MARTIN LINGE,10,-2.9,2021,4,np-4q-2021-endelige-normpriser.xlsx
MARTIN LINGE,11,-2.9,2021,4,np-4q-2021-endelige-normpriser.xlsx
MARTIN LINGE,12,-2.05,2021,4,np-4q-2021-endelige-normpriser.xlsx
MARTIN LINGE,1,-1.75,2022,1,np-1q-2022-endelige-normpriser.xlsx
MARTIN LINGE,2,-1.05,2022,1,np-1q-2022-endelige-normpriser.xlsx
MARTIN LINGE,3,-0.8,2022,1,np-1q-2022-endelige-normpriser.xlsx
MARTIN LINGE,4,-0.2,2022,2,np-2q-2022-endelige-normpriser.xlsx
MARTIN LINGE,5,1.15,2022,2,np-2q-2022-endelige-normpriser.xlsx
MARTIN LINGE,6,0.75,2022,2,np-2q-2022-endelige-normpriser.xlsx
MARTIN LINGE,7,1.75,2022,3,np-3q-2022-endelige-normpriser.xlsx
MARTIN LINGE,8,4.3,2022,3,np-3q-2022-endelige-normpriser.xlsx
MARTIN LINGE,9,4.7,2022,3,np-3q-2022-endelige-normpriser.xlsx
MARTIN LINGE,10,2.25,2022,4,np-4q-2022-endelige-normpriser.xlsx
MARTIN LINGE,11,2.35,2022,4,np-4q-2022-endelige-normpriser.xlsx
MARTIN LINGE,12,5.75,2022,4,np-4q-2022-endelige-normpriser.xlsx
MARTIN LINGE,1,2.1,2023,1,np-1q-2023-endelige-normpriser.xlsx
MARTIN LINGE,2,0.25,2023,1,np-1q-2023-endelige-normpriser.xlsx
MARTIN LINGE,3,1.55,2023,1,np-1q-2023-endelige-normpriser.xlsx
MARTIN LINGE,4,0.35,2023,2,np-2q-2023-endelige-normpriser.xlsx
MARTIN LINGE,5,1.65,2023,2,np-2q-2023-endelige-normpriser.xlsx
MARTIN LINGE,6,0.85,2023,2,np-2q-2023-endelige-normpriser.xlsx
MARTIN LINGE,7,0.85,2023,3,np-3q-2023-endelige-normpriser.xlsx
MARTIN LINGE,8,2.05,2023,3,np-3q-2023-endelige-normpriser.xlsx
MARTIN LINGE,9,2.6,2023,3,np-3q-2023-endelige-normpriser.xlsx
MARTIN LINGE,10,1.3,2023,4,np-4q-2023-endelige-normpriser.xlsx
MARTIN LINGE,11,3.65,2023,4,np-4q-2023-endelige-normpriser.xlsx
MARTIN LINGE,12,1.35,2023,4,np-4q-2023-endelige-normpriser.xlsx
MARTIN LINGE,1,-0.05,2024,1,np-1q-2024-endelige-normpriser.xlsx
MARTIN LINGE,3,-0.75,2024,1,np-1q-2024-endelige-normpriser.xlsx
MARTIN LINGE,4,2.9,2024,2,np-2q-2024-endelige-normpriser.xlsx
MARTIN LINGE,5,3.1,2024,2,np-2q-2024-endelige-normpriser.xlsx
MARTIN LINGE,6,1.3,2024,2,np-2q-2024-endelige-normpriser.xlsx
MARTIN LINGE,7,1.95,2024,3,np-3q-2024-endelige-normpriser.xlsx
MARTIN LINGE,8,1.85,2024,3,np-3q-2024-endelige-normpriser.xlsx
MARTIN LINGE,9,1.2,2024,3,np-3q-2024-endelige-normpriser.xlsx
MARTIN LINGE,11,1.95,2024,4,np-4q-2024-endelige-normpriser.xlsx
MARTIN LINGE,12,2.45,2024,4,np-4q-2024-endelige-normpriser.xlsx
MARTIN LINGE,1,1.5,2025,1,np-1q-2025-endelige-normpriser.xlsx
MARTIN LINGE,2,1.15,2025,1,np-1q-2025-endelige-normpriser.xlsx
MARTIN LINGE,3,1.2,2025,1,np-1q-2025-endelige-normpriser.xlsx
MARTIN LINGE,5,2.45,2025,2,np-2q-2025-endelige-normpriser.xlsx
MARTIN LINGE,6,2.5,2025,2,np-2q-2025-endelige-normpriser.xlsx
MARTIN LINGE,7,2.6,2025,3,np-3q-2025-endelige-normpriser.xlsx
MARTIN LINGE,9,2.75,2025,3,np-3q-2025-endelige-normpriser.xlsx
MARTIN LINGE,10,0.8,2025,4,np-4q-2025-endelige-normpriser.xlsx
MARTIN LINGE,11,0.45,2025,4,np-4q-2025-endelige-normpriser.xlsx
MARTIN LINGE,12,2.45,2025,4,np-4q-2025-endelige-normpriser.xlsx
NJORD,4,-0.35,2024,2,np-2q-2024-endelige-normpriser.xlsx
NJORD,5,0.75,2024,2,np-2q-2024-endelige-normpriser.xlsx
NJORD,6,0.5,2024,2,np-2q-2024-endelige-normpriser.xlsx
NJORD,7,0.45,2024,3,np-3q-2024-endelige-normpriser.xlsx
NJORD,8,0.2,2024,3,np-3q-2024-endelige-normpriser.xlsx
NJORD,10,1.0,2024,4,np-4q-2024-endelige-normpriser.xlsx
NJORD,11,0.95,2024,4,np-4q-2024-endelige-normpriser.xlsx
NJORD,12,0.9,2024,4,np-4q-2024-endelige-normpriser.xlsx
NJORD,1,1.2,2025,1,np-1q-2025-endelige-normpriser.xlsx
NJORD,2,0.0,2025,1,np-1q-2025-endelige-normpriser.xlsx
NJORD,3,0.3,2025,1,np-1q-2025-endelige-normpriser.xlsx
NJORD,4,0.1,2025,2,np-2q-2025-endelige-normpriser.xlsx
NJORD,5,0.35,2025,2,np-2q-2025-endelige-normpriser.xlsx
NJORD,6,0.6,2025,2,np-2q-2025-endelige-normpriser.xlsx
NJORD,7,1.1,2025,3,np-3q-2025-endelige-normpriser.xlsx
NJORD,8,0.85,2025,3,np-3q-2025-endelige-normpriser.xlsx
NJORD,10,-1.7,2025,4,np-4q-2025-endelige-normpriser.xlsx
NJORD,11,-1.55,2025,4,np-4q-2025-endelige-normpriser.xlsx
NJORD,12,-2.75,2025,4,np-4q-2025-endelige-normpriser.xlsx
NORNE,4,3.2002999782562256,2012,2,normpriser-2q-2012.xlsx
NORNE,5,3.700000047683716,2012,2,normpriser-2q-2012.xlsx
NORNE,6,3.3499999046325684,2012,2,normpriser-2q-2012.xlsx
NORNE,7,3.8499999046325684,2012,3,np-3q-2012.xlsx
NORNE,8,4.550000190734863,2012,3,np-3q-2012.xlsx
NORNE,9,3.25,2012,3,np-3q-2012.xlsx
NORNE,1,3.049999952316284,2013,1,np-2013-1q.xlsx
NORNE,2,3.450000047683716,2013,1,np-2013-1q.xlsx
NORNE,3,3.049999952316284,2013,1,np-2013-1q.xlsx
NORNE,1,-0.75,2017,1,np-q1-2017-endelige-normpriser.xlsx
NORNE,2,-0.25,2017,1,np-q1-2017-endelige-normpriser.xlsx
NORNE,3,-0.25,2017,1,np-q1-2017-endelige-normpriser.xlsx
NORNE,7,0.45,2017,3,np-q3-2017-endelige-normpriser.xlsx
NORNE,8,0.75,2017,3,np-q3-2017-endelige-normpriser.xlsx
NORNE,9,0.85,2017,3,np-q3-2017-endelige-normpriser.xlsx
NORNE,4,0.6,2019,2,np-2q-2019-normpriser.xlsx
NORNE,5,1.05,2019,2,np-2q-2019-normpriser.xlsx
NORNE,6,0.1,2019,2,np-2q-2019-normpriser.xlsx
NORNE,7,0.8,2019,3,np-3q-2019-normpriser.xlsx
NORNE,8,0.8,2019,3,np-3q-2019-normpriser.xlsx
NORNE,9,1.05,2019,3,np-3q-2019-normpriser.xlsx
NORNE,11,1.65,2019,4,np-4q-2019-normpriser.xlsx
NORNE,12,1.55,2019,4,np-4q-2019-normpriser.xlsx
NORNE,1,0.35,2020,1,np-1q-2020-normpriser.xlsx
NORNE,2,0.1,2020,1,np-1q-2020-normpriser.xlsx
NORNE,3,1.9,2020,1,np-1q-2020-normpriser.xlsx
NORNE,4,2.1,2020,2,np-2q-2020-normpriser.xlsx
NORNE,5,-7.4,2020,2,np-2q-2020-normpriser.xlsx
NORNE,6,-2.2,2020,2,np-2q-2020-normpriser.xlsx
NORNE,7,-0.25,2020,3,np-3q-2020-normpriser.xlsx
NORNE,8,0.95,2020,3,np-3q-2020-normpriser.xlsx
NORNE,10,-0.2,2020,4,np-4q-2020-normpriser.xlsx
NORNE,11,-0.6,2020,4,np-4q-2020-normpriser.xlsx
NORNE,1,-0.5989,2021,1,np-1q-2021-endelige-normpriser.xlsx
NORNE,3,-0.95,2021,1,np-1q-2021-endelige-normpriser.xlsx
NORNE,4,-0.95,2021,2,np-2q-2021-endelige-normpriser.xlsx
NORNE,7,-1.65,2021,3,np-3q-2021-endelige-normpriser.xlsx
NORNE,8,0.6,2021,3,np-3q-2021-endelige-normpriser.xlsx
NORNE,9,0.6,2021,3,np-3q-2021-endelige-normpriser.xlsx
NORNE,10,-0.2,2021,4,np-4q-2021-endelige-normpriser.xlsx
NORNE,12,-0.95,2021,4,np-4q-2021-endelige-normpriser.xlsx
NORNE,1,-0.3,2022,1,np-1q-2022-endelige-normpriser.xlsx
NORNE,2,0.4,2022,1,np-1q-2022-endelige-normpriser.xlsx
NORNE,3,2.7,2022,1,np-1q-2022-endelige-normpriser.xlsx
NORNE,4,5.4,2022,2,np-2q-2022-endelige-normpriser.xlsx
NORNE,5,3.7,2022,2,np-2q-2022-endelige-normpriser.xlsx
NORNE,6,4.85,2022,2,np-2q-2022-endelige-normpriser.xlsx
NORNE,7,5.4,2022,3,np-3q-2022-endelige-normpriser.xlsx
NORNE,9,7.95,2022,3,np-3q-2022-endelige-normpriser.xlsx
NORNE,10,10.15,2022,4,np-4q-2022-endelige-normpriser.xlsx
NORNE,11,3.15,2022,4,np-4q-2022-endelige-normpriser.xlsx
NORNE,12,2.7,2022,4,np-4q-2022-endelige-normpriser.xlsx
NORNE,1,1.8,2023,1,np-1q-2023-endelige-normpriser.xlsx
NORNE,2,-0.55,2023,1,np-1q-2023-endelige-normpriser.xlsx
NORNE,3,2.45,2023,1,np-1q-2023-endelige-normpriser.xlsx
NORNE,4,1.65,2023,2,np-2q-2023-endelige-normpriser.xlsx
NORNE,5,0.8,2023,2,np-2q-2023-endelige-normpriser.xlsx
NORNE,8,0.55,2023,3,np-3q-2023-endelige-normpriser.xlsx
NORNE,10,3.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
NORNE,11,3.7,2023,4,np-4q-2023-endelige-normpriser.xlsx
NORNE,1,0.6,2024,1,np-1q-2024-endelige-normpriser.xlsx
NORNE,2,1.85,2024,1,np-1q-2024-endelige-normpriser.xlsx
NORNE,4,1.25,2024,2,np-2q-2024-endelige-normpriser.xlsx
NORNE,5,0.65,2024,2,np-2q-2024-endelige-normpriser.xlsx
NORNE,7,-0.1,2024,3,np-3q-2024-endelige-normpriser.xlsx
NORNE,8,0.4,2024,3,np-3q-2024-endelige-normpriser.xlsx
NORNE,11,0.2,2024,4,np-4q-2024-endelige-normpriser.xlsx
NORNE,12,0.2,2024,4,np-4q-2024-endelige-normpriser.xlsx
NORNE,2,0.35,2025,1,np-1q-2025-endelige-normpriser.xlsx
NORNE,4,0.15,2025,2,np-2q-2025-endelige-normpriser.xlsx
NORNE,8,1.15,2025,3,np-3q-2025-endelige-normpriser.xlsx
NORNE,11,0.75,2025,4,np-4q-2025-endelige-normpriser.xlsx
NORNE,12,0.75,2025,4,np-4q-2025-endelige-normpriser.xlsx
OSEBERG,4,1.649999976158142,2012,2,normpriser-2q-2012.xlsx
OSEBERG,5,0.75,2012,2,normpriser-2q-2012.xlsx
OSEBERG,6,1.100000023841858,2012,2,normpriser-2q-2012.xlsx
OSEBERG,7,0.800000011920929,2012,3,np-3q-2012.xlsx
OSEBERG,8,1.350000023841858,2012,3,np-3q-2012.xlsx
OSEBERG,9,1.3485349416732788,2012,3,np-3q-2012.xlsx
OSEBERG,1,2.549999952316284,2013,1,np-2013-1q.xlsx
OSEBERG,2,1.75,2013,1,np-2013-1q.xlsx
OSEBERG,3,1.9500000476837158,2013,1,np-2013-1q.xlsx
OSEBERG,1,0.4,2017,1,np-q1-2017-endelige-normpriser.xlsx
OSEBERG,2,0.5,2017,1,np-q1-2017-endelige-normpriser.xlsx
