field,month,differential_usd,year,source_quarter,source_file
ALVHEIM,4,3.950000047683716,2012,2,normpriser-2q-2012.xlsx
ALVHEIM,5,3.299999952316284,2012,2,normpriser-2q-2012.xlsx
ALVHEIM,6,3.700000047683716,2012,2,normpriser-2q-2012.xlsx
ALVHEIM,7,3.0,2012,3,np-3q-2012.xlsx
ALVHEIM,8,3.4000000953674316,2012,3,np-3q-2012.xlsx
ALVHEIM,9,3.4000000953674316,2012,3,np-3q-2012.xlsx
ALVHEIM,1,4.050000190734863,2013,1,np-2013-1q.xlsx
ALVHEIM,2,2.4000000953674316,2013,1,np-2013-1q.xlsx
ALVHEIM,3,3.4000000953674316,2013,1,np-2013-1q.xlsx
ALVHEIM,1,1.45,2017,1,np-q1-2017-endelige-normpriser.xlsx
ALVHEIM,2,1.2,2017,1,np-q1-2017-endelige-normpriser.xlsx
ALVHEIM,3,1.5,2017,1,np-q1-2017-endelige-normpriser.xlsx
ALVHEIM,7,1.35,2017,3,np-q3-2017-endelige-normpriser.xlsx
ALVHEIM,8,1.75,2017,3,np-q3-2017-endelige-normpriser.xlsx
ALVHEIM,9,2.2,2017,3,np-q3-2017-endelige-normpriser.xlsx
ALVHEIM,4,1.8,2019,2,np-2q-2019-normpriser.xlsx
ALVHEIM,5,2.15,2019,2,np-2q-2019-normpriser.xlsx
ALVHEIM,6,3.0,2019,2,np-2q-2019-normpriser.xlsx
ALVHEIM,8,2.452747,2019,3,np-3q-2019-normpriser.xlsx
ALVHEIM,9,2.5,2019,3,np-3q-2019-normpriser.xlsx
ALVHEIM,10,2.55,2019,4,np-4q-2019-normpriser.xlsx
ALVHEIM,11,3.15,2019,4,np-4q-2019-normpriser.xlsx
ALVHEIM,12,3.7,2019,4,np-4q-2019-normpriser.xlsx
ALVHEIM,1,4.65,2020,1,np-1q-2020-normpriser.xlsx
ALVHEIM,2,3.85,2020,1,np-1q-2020-normpriser.xlsx
ALVHEIM,3,3.65,2020,1,np-1q-2020-normpriser.xlsx
ALVHEIM,4,2.75,2020,2,np-2q-2020-normpriser.xlsx
ALVHEIM,5,-4.7,2020,2,np-2q-2020-normpriser.xlsx
ALVHEIM,6,-0.7,2020,2,np-2q-2020-normpriser.xlsx
ALVHEIM,7,1.1,2020,3,np-3q-2020-normpriser.xlsx
ALVHEIM,7,-8.6,2020,3,np-3q-2020-normpriser.xlsx
ALVHEIM,8,1.15,2020,3,np-3q-2020-normpriser.xlsx
ALVHEIM,9,1.05,2020,3,np-3q-2020-normpriser.xlsx
ALVHEIM,10,0.4,2020,4,np-4q-2020-normpriser.xlsx
ALVHEIM,11,0.15,2020,4,np-4q-2020-normpriser.xlsx
ALVHEIM,12,0.05,2020,4,np-4q-2020-normpriser.xlsx
ALVHEIM,1,0.8,2021,1,np-1q-2021-endelige-normpriser.xlsx
ALVHEIM,2,0.75,2021,1,np-1q-2021-endelige-normpriser.xlsx
ALVHEIM,3,0.4,2021,1,np-1q-2021-endelige-normpriser.xlsx
ALVHEIM,4,0.75,2021,2,np-2q-2021-endelige-normpriser.xlsx
ALVHEIM,5,0.5,2021,2,np-2q-2021-endelige-normpriser.xlsx
ALVHEIM,7,0.75,2021,3,np-3q-2021-endelige-normpriser.xlsx
ALVHEIM,8,1.55,2021,3,np-3q-2021-endelige-normpriser.xlsx
ALVHEIM,9,0.55,2021,3,np-3q-2021-endelige-normpriser.xlsx
ALVHEIM,10,0.7,2021,4,np-4q-2021-endelige-normpriser.xlsx
ALVHEIM,11,1.1,2021,4,np-4q-2021-endelige-normpriser.xlsx
ALVHEIM,12,1.5,2021,4,np-4q-2021-endelige-normpriser.xlsx
ALVHEIM,1,1.4,2022,1,np-1q-2022-endelige-normpriser.xlsx
ALVHEIM,2,1.95,2022,1,np-1q-2022-endelige-normpriser.xlsx
ALVHEIM,3,3.55,2022,1,np-1q-2022-endelige-normpriser.xlsx
ALVHEIM,4,6.2,2022,2,np-2q-2022-endelige-normpriser.xlsx
ALVHEIM,5,5.5,2022,2,np-2q-2022-endelige-normpriser.xlsx
ALVHEIM,6,7.0,2022,2,np-2q-2022-endelige-normpriser.xlsx
ALVHEIM,7,8.0,2022,3,np-3q-2022-endelige-normpriser.xlsx
ALVHEIM,8,10.95,2022,3,np-3q-2022-endelige-normpriser.xlsx
ALVHEIM,9,11.4,2022,3,np-3q-2022-endelige-normpriser.xlsx
ALVHEIM,10,6.1,2022,4,np-4q-2022-endelige-normpriser.xlsx
ALVHEIM,11,6.75,2022,4,np-4q-2022-endelige-normpriser.xlsx
ALVHEIM,12,5.9,2022,4,np-4q-2022-endelige-normpriser.xlsx
ALVHEIM,1,4.5,2023,1,np-1q-2023-endelige-normpriser.xlsx
ALVHEIM,2,5.2,2023,1,np-1q-2023-endelige-normpriser.xlsx
ALVHEIM,3,1.4,2023,1,np-1q-2023-endelige-normpriser.xlsx
ALVHEIM,4,1.4,2023,2,np-2q-2023-endelige-normpriser.xlsx
ALVHEIM,5,1.5,2023,2,np-2q-2023-endelige-normpriser.xlsx
ALVHEIM,6,2.65,2023,2,np-2q-2023-endelige-normpriser.xlsx
ALVHEIM,7,3.55,2023,3,np-3q-2023-endelige-normpriser.xlsx
ALVHEIM,8,5.0,2023,3,np-3q-2023-endelige-normpriser.xlsx
ALVHEIM,9,2.55,2023,3,np-3q-2023-endelige-normpriser.xlsx
ALVHEIM,10,4.3,2023,4,np-4q-2023-endelige-normpriser.xlsx
ALVHEIM,11,4.25,2023,4,np-4q-2023-endelige-normpriser.xlsx
ALVHEIM,12,6.7,2023,4,np-4q-2023-endelige-normpriser.xlsx
ALVHEIM,1,3.0,2024,1,np-1q-2024-endelige-normpriser.xlsx
ALVHEIM,2,3.7,2024,1,np-1q-2024-endelige-normpriser.xlsx
ALVHEIM,3,4.25,2024,1,np-1q-2024-endelige-normpriser.xlsx
ALVHEIM,4,3.4,2024,2,np-2q-2024-endelige-normpriser.xlsx
ALVHEIM,5,3.0,2024,2,np-2q-2024-endelige-normpriser.xlsx
ALVHEIM,6,3.45,2024,2,np-2q-2024-endelige-normpriser.xlsx
ALVHEIM,7,2.3,2024,3,np-3q-2024-endelige-normpriser.xlsx
ALVHEIM,8,3.15,2024,3,np-3q-2024-endelige-normpriser.xlsx
ALVHEIM,9,3.1,2024,3,np-3q-2024-endelige-normpriser.xlsx
ALVHEIM,10,2.5,2024,4,np-4q-2024-endelige-normpriser.xlsx
ALVHEIM,11,2.65,2024,4,np-4q-2024-endelige-normpriser.xlsx
ALVHEIM,12,2.05,2024,4,np-4q-2024-endelige-normpriser.xlsx
ALVHEIM,1,1.65,2025,1,np-1q-2025-endelige-normpriser.xlsx
ALVHEIM,2,1.7,2025,1,np-1q-2025-endelige-normpriser.xlsx
ALVHEIM,3,2.6,2025,1,np-1q-2025-endelige-normpriser.xlsx
ALVHEIM,4,3.1,2025,2,np-2q-2025-endelige-normpriser.xlsx
ALVHEIM,5,3.0,2025,2,np-2q-2025-endelige-normpriser.xlsx
ALVHEIM,6,3.15,2025,2,np-2q-2025-endelige-normpriser.xlsx
ALVHEIM,8,4.05,2025,3,np-3q-2025-endelige-normpriser.xlsx
ALVHEIM,9,2.1,2025,3,np-3q-2025-endelige-normpriser.xlsx
ALVHEIM,10,2.15,2025,4,np-4q-2025-endelige-normpriser.xlsx
ALVHEIM,11,2.0,2025,4,np-4q-2025-endelige-normpriser.xlsx
ALVHEIM,12,2.65,2025,4,np-4q-2025-endelige-normpriser.xlsx
BALDER,4,-2.1,2019,2,np-2q-2019-normpriser.xlsx
BALDER,5,-2.65,2019,2,np-2q-2019-normpriser.xlsx
BALDER,6,-2.2,2019,2,np-2q-2019-normpriser.xlsx
BALDER,7,-2.4,2019,3,np-3q-2019-normpriser.xlsx
BALDER,8,-3.65,2019,3,np-3q-2019-normpriser.xlsx
BALDER,9,-2.5,2019,3,np-3q-2019-normpriser.xlsx
BALDER,10,-2.75,2019,4,np-4q-2019-normpriser.xlsx
BALDER,11,-2.65,2019,4,np-4q-2019-normpriser.xlsx
BALDER,12,-1.95,2019,4,np-4q-2019-normpriser.xlsx
BALDER,1,-5.2,2020,1,np-1q-2020-normpriser.xlsx
BALDER,2,-4.15,2020,1,np-1q-2020-normpriser.xlsx
BALDER,3,-3.9,2020,1,np-1q-2020-normpriser.xlsx
BALDER,4,-3.65,2020,2,np-2q-2020-normpriser.xlsx
BALDER,4,-6.25,2020,2,np-2q-2020-normpriser.xlsx
BALDER,6,-9.35,2020,2,np-2q-2020-normpriser.xlsx
BALDER,7,-3.2,2020,3,np-3q-2020-normpriser.xlsx
BALDER,7,-3.8,2020,3,np-3q-2020-normpriser.xlsx
BALDER,8,-1.7,2020,3,np-3q-2020-normpriser.xlsx
BALDER,9,-4.1,2020,3,np-3q-2020-normpriser.xlsx
BALDER,10,-4.3,2020,4,np-4q-2020-normpriser.xlsx
BALDER,11,-3.2,2020,4,np-4q-2020-normpriser.xlsx
BALDER,12,-3.4,2020,4,np-4q-2020-normpriser.xlsx
BALDER,1,-3.053861,2021,1,np-1q-2021-endelige-normpriser.xlsx
BALDER,2,-2.6,2021,1,np-1q-2021-endelige-normpriser.xlsx
BALDER,3,-2.8,2021,1,np-1q-2021-endelige-normpriser.xlsx
BALDER,4,-4.3,2021,2,np-2q-2021-endelige-normpriser.xlsx
BALDER,5,-3.6,2021,2,np-2q-2021-endelige-normpriser.xlsx
BALDER,6,-4.0,2021,2,np-2q-2021-endelige-normpriser.xlsx
BALDER,7,-3.15,2021,3,np-3q-2021-endelige-normpriser.xlsx
BALDER,9,-5.5,2021,3,np-3q-2021-endelige-normpriser.xlsx
BALDER,10,-4.35,2021,4,np-4q-2021-endelige-normpriser.xlsx
BALDER,11,-4.1,2021,4,np-4q-2021-endelige-normpriser.xlsx
BALDER,12,-4.45,2021,4,np-4q-2021-endelige-normpriser.xlsx
BALDER,1,-4.85,2022,1,np-1q-2022-endelige-normpriser.xlsx
BALDER,2,-4.7,2022,1,np-1q-2022-endelige-normpriser.xlsx
BALDER,3,-3.3,2022,1,np-1q-2022-endelige-normpriser.xlsx
BALDER,4,-1.7,2022,2,np-2q-2022-endelige-normpriser.xlsx
BALDER,5,-2.7,2022,2,np-2q-2022-endelige-normpriser.xlsx
BALDER,6,-2.8,2022,2,np-2q-2022-endelige-normpriser.xlsx
BALDER,7,-3.35,2022,3,np-3q-2022-endelige-normpriser.xlsx
BALDER,8,0.7,2022,3,np-3q-2022-endelige-normpriser.xlsx
BALDER,10,-8.35,2022,4,np-4q-2022-endelige-normpriser.xlsx
BALDER,11,-8.45,2022,4,np-4q-2022-endelige-normpriser.xlsx
BALDER,12,-4.05,2022,4,np-4q-2022-endelige-normpriser.xlsx
BALDER,1,-6.7,2023,1,np-1q-2023-endelige-normpriser.xlsx
BALDER,2,-4.4,2023,1,np-1q-2023-endelige-normpriser.xlsx
BALDER,6,-3.95,2023,2,np-2q-2023-endelige-normpriser.xlsx
BALDER,7,-2.75,2023,3,np-3q-2023-endelige-normpriser.xlsx
BALDER,9,-1.2,2023,3,np-3q-2023-endelige-normpriser.xlsx
BALDER,10,-1.55,2023,4,np-4q-2023-endelige-normpriser.xlsx
BALDER,11,0.3,2023,4,np-4q-2023-endelige-normpriser.xlsx
BALDER,12,-5.15,2023,4,np-4q-2023-endelige-normpriser.xlsx
BALDER,1,-8.45,2024,1,np-1q-2024-endelige-normpriser.xlsx
BALDER,2,-2.05,2024,1,np-1q-2024-endelige-normpriser.xlsx
BALDER,3,-3.95,2024,1,np-1q-2024-endelige-normpriser.xlsx
BALDER,4,-4.55,2024,2,np-2q-2024-endelige-normpriser.xlsx
BALDER,5,-2.65,2024,2,np-2q-2024-endelige-normpriser.xlsx
BALDER,6,-5.25,2024,2,np-2q-2024-endelige-normpriser.xlsx
BALDER,7,-4.0,2024,3,np-3q-2024-endelige-normpriser.xlsx
BALDER,8,-3.4,2024,3,np-3q-2024-endelige-normpriser.xlsx
BALDER,9,-0.85,2024,3,np-3q-2024-endelige-normpriser.xlsx
BALDER,10,-5.25,2024,4,np-4q-2024-endelige-normpriser.xlsx
BALDER,11,-6.2,2024,4,np-4q-2024-endelige-normpriser.xlsx
BALDER,12,-4.4,2024,4,np-4q-2024-endelige-normpriser.xlsx
BALDER,1,-3.4,2025,1,np-1q-2025-endelige-normpriser.xlsx
BALDER,2,-5.65,2025,1,np-1q-2025-endelige-normpriser.xlsx
BALDER,3,-3.8,2025,1,np-1q-2025-endelige-normpriser.xlsx
BALDER,4,-2.15,2025,2,np-2q-2025-endelige-normpriser.xlsx
BALDER,5,-2.3,2025,2,np-2q-2025-endelige-normpriser.xlsx
BALDER,6,-2.85,2025,2,np-2q-2025-endelige-normpriser.xlsx
BALDER,7,-2.7,2025,3,np-3q-2025-endelige-normpriser.xlsx
BALDER,8,-1.85,2025,3,np-3q-2025-endelige-normpriser.xlsx
BALDER,9,-2.0,2025,3,np-3q-2025-endelige-normpriser.xlsx
BALDER,10,-1.65,2025,4,np-4q-2025-endelige-normpriser.xlsx
BALDER,11,-2.3,2025,4,np-4q-2025-endelige-normpriser.xlsx
BALDER,12,-2.5,2025,4,np-4q-2025-endelige-normpriser.xlsx
DRAUGEN,11,-0.45,2022,4,np-4q-2022-endelige-normpriser.xlsx
DRAUGEN,1,-0.25,2023,1,np-1q-2023-endelige-normpriser.xlsx
DRAUGEN,2,0.7,2023,1,np-1q-2023-endelige-normpriser.xlsx
DRAUGEN,3,0.6,2023,1,np-1q-2023-endelige-normpriser.xlsx
DRAUGEN,6,-0.9,2023,2,np-2q-2023-endelige-normpriser.xlsx
DRAUGEN,7,0.4,2023,3,np-3q-2023-endelige-normpriser.xlsx
DRAUGEN,9,0.45,2023,3,np-3q-2023-endelige-normpriser.xlsx
DRAUGEN,11,0.95,2023,4,np-4q-2023-endelige-normpriser.xlsx
DRAUGEN,12,0.15,2023,4,np-4q-2023-endelige-normpriser.xlsx
DRAUGEN,2,0.15,2024,1,np-1q-2024-endelige-normpriser.xlsx
DRAUGEN,4,-0.35,2024,2,np-2q-2024-endelige-normpriser.xlsx
DRAUGEN,5,-1.15,2024,2,np-2q-2024-endelige-normpriser.xlsx
DRAUGEN,7,-1.7,2024,3,np-3q-2024-endelige-normpriser.xlsx
DRAUGEN,8,-0.3,2024,3,np-3q-2024-endelige-normpriser.xlsx
DRAUGEN,10,0.3,2024,4,np-4q-2024-endelige-normpriser.xlsx
DRAUGEN,2,-0.7,2025,1,np-1q-2025-endelige-normpriser.xlsx
DRAUGEN,4,-0.85,2025,2,np-2q-2025-endelige-normpriser.xlsx
DRAUGEN,6,-1.45,2025,2,np-2q-2025-endelige-normpriser.xlsx
DRAUGEN,8,-0.5,2025,3,np-3q-2025-endelige-normpriser.xlsx
DRAUGEN,10,-1.5,2025,4,np-4q-2025-endelige-normpriser.xlsx
EKOFISK,4,1.7000000476837158,2012,2,normpriser-2q-2012.xlsx
EKOFISK,5,0.6499999761581421,2012,2,normpriser-2q-2012.xlsx
EKOFISK,6,1.25,2012,2,normpriser-2q-2012.xlsx
EKOFISK,7,0.699999988079071,2012,3,np-3q-2012.xlsx
EKOFISK,8,1.0499999523162842,2012,3,np-3q-2012.xlsx
EKOFISK,9,1.25,2012,3,np-3q-2012.xlsx
EKOFISK,1,1.649999976158142,2013,1,np-2013-1q.xlsx
EKOFISK,2,1.5499999523162842,2013,1,np-2013-1q.xlsx
EKOFISK,3,1.600000023841858,2013,1,np-2013-1q.xlsx
EKOFISK,1,0.1,2017,1,np-q1-2017-endelige-normpriser.xlsx
EKOFISK,2,0.1,2017,1,np-q1-2017-endelige-normpriser.xlsx
EKOFISK,3,0.1,2017,1,np-q1-2017-endelige-normpriser.xlsx
EKOFISK,7,-0.05,2017,3,np-q3-2017-endelige-normpriser.xlsx
EKOFISK,8,0.15,2017,3,np-q3-2017-endelige-normpriser.xlsx
EKOFISK,9,0.35,2017,3,np-q3-2017-endelige-normpriser.xlsx
EKOFISK,4,0.65,2019,2,np-2q-2019-normpriser.xlsx
EKOFISK,5,1.05,2019,2,np-2q-2019-normpriser.xlsx
EKOFISK,6,1.25,2019,2,np-2q-2019-normpriser.xlsx
EKOFISK,7,1.1,2019,3,np-3q-2019-normpriser.xlsx
EKOFISK,8,0.6,2019,3,np-3q-2019-normpriser.xlsx
EKOFISK,9,0.85,2019,3,np-3q-2019-normpriser.xlsx
EKOFISK,10,1.35,2019,4,np-4q-2019-normpriser.xlsx
EKOFISK,11,1.5,2019,4,np-4q-2019-normpriser.xlsx
EKOFISK,12,2.35,2019,4,np-4q-2019-normpriser.xlsx
EKOFISK,1,2.6,2020,1,np-1q-2020-normpriser.xlsx
EKOFISK,2,2.25,2020,1,np-1q-2020-normpriser.xlsx
EKOFISK,3,2.45,2020,1,np-1q-2020-normpriser.xlsx
EKOFISK,4,1.25,2020,2,np-2q-2020-normpriser.xlsx
EKOFISK,5,-2.9,2020,2,np-2q-2020-normpriser.xlsx
EKOFISK,6,-0.4,2020,2,np-2q-2020-normpriser.xlsx
EKOFISK,7,1.0,2020,3,np-3q-2020-normpriser.xlsx
EKOFISK,8,1.0,2020,3,np-3q-2020-normpriser.xlsx
EKOFISK,9,0.8,2020,3,np-3q-2020-normpriser.xlsx
EKOFISK,10,0.3,2020,4,np-4q-2020-normpriser.xlsx
EKOFISK,11,0.35,2020,4,np-4q-2020-normpriser.xlsx
EKOFISK,12,0.2,2020,4,np-4q-2020-normpriser.xlsx
EKOFISK,1,0.6,2021,1,np-1q-2021-endelige-normpriser.xlsx
EKOFISK,2,0.55,2021,1,np-1q-2021-endelige-normpriser.xlsx
EKOFISK,3,0.8,2021,1,np-1q-2021-endelige-normpriser.xlsx
EKOFISK,4,0.7,2021,2,np-2q-2021-endelige-normpriser.xlsx
EKOFISK,5,0.8,2021,2,np-2q-2021-endelige-normpriser.xlsx
EKOFISK,6,0.8,2021,2,np-2q-2021-endelige-normpriser.xlsx
EKOFISK,7,0.95,2021,3,np-3q-2021-endelige-normpriser.xlsx
EKOFISK,8,1.2,2021,3,np-3q-2021-endelige-normpriser.xlsx
EKOFISK,9,1.0,2021,3,np-3q-2021-endelige-normpriser.xlsx
EKOFISK,10,0.65,2021,4,np-4q-2021-endelige-normpriser.xlsx
EKOFISK,11,1.25,2021,4,np-4q-2021-endelige-normpriser.xlsx
EKOFISK,12,1.5,2021,4,np-4q-2021-endelige-normpriser.xlsx
EKOFISK,1,1.5,2022,1,np-1q-2022-endelige-normpriser.xlsx
EKOFISK,2,2.4,2022,1,np-1q-2022-endelige-normpriser.xlsx
EKOFISK,3,3.3,2022,1,np-1q-2022-endelige-normpriser.xlsx
EKOFISK,4,4.05,2022,2,np-2q-2022-endelige-normpriser.xlsx
EKOFISK,5,3.45,2022,2,np-2q-2022-endelige-normpriser.xlsx
EKOFISK,6,5.35,2022,2,np-2q-2022-endelige-normpriser.xlsx
EKOFISK,7,6.75,2022,3,np-3q-2022-endelige-normpriser.xlsx
EKOFISK,8,8.4,2022,3,np-3q-2022-endelige-normpriser.xlsx
EKOFISK,9,5.9,2022,3,np-3q-2022-endelige-normpriser.xlsx
EKOFISK,10,2.9,2022,4,np-4q-2022-endelige-normpriser.xlsx
EKOFISK,11,3.55,2022,4,np-4q-2022-endelige-normpriser.xlsx
EKOFISK,12,4.1,2022,4,np-4q-2022-endelige-normpriser.xlsx
EKOFISK,1,3.05,2023,1,np-1q-2023-endelige-normpriser.xlsx
EKOFISK,2,2.55,2023,1,np-1q-2023-endelige-normpriser.xlsx
EKOFISK,3,2.8,2023,1,np-1q-2023-endelige-normpriser.xlsx
EKOFISK,4,2.4,2023,2,np-2q-2023-endelige-normpriser.xlsx
EKOFISK,5,2.5,2023,2,np-2q-2023-endelige-normpriser.xlsx
EKOFISK,6,1.95,2023,2,np-2q-2023-endelige-normpriser.xlsx
EKOFISK,7,1.3,2023,3,np-3q-2023-endelige-normpriser.xlsx
EKOFISK,8,1.8,2023,3,np-3q-2023-endelige-normpriser.xlsx
EKOFISK,9,2.7,2023,3,np-3q-2023-endelige-normpriser.xlsx
EKOFISK,10,2.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
EKOFISK,1,2.55,2024,1,np-1q-2024-endelige-normpriser.xlsx
EKOFISK,2,2.9,2024,1,np-1q-2024-endelige-normpriser.xlsx
EKOFISK,3,3.25,2024,1,np-1q-2024-endelige-normpriser.xlsx
EKOFISK,4,3.0,2024,2,np-2q-2024-endelige-normpriser.xlsx
EKOFISK,5,2.4,2024,2,np-2q-2024-endelige-normpriser.xlsx
EKOFISK,6,1.35,2024,2,np-2q-2024-endelige-normpriser.xlsx
EKOFISK,7,1.8,2024,3,np-3q-2024-endelige-normpriser.xlsx
EKOFISK,8,3.05,2024,3,np-3q-2024-endelige-normpriser.xlsx
EKOFISK,9,3.05,2024,3,np-3q-2024-endelige-normpriser.xlsx
EKOFISK,10,2.45,2024,4,np-4q-2024-endelige-normpriser.xlsx
EKOFISK,11,1.65,2024,4,np-4q-2024-endelige-normpriser.xlsx
EKOFISK,12,1.55,2024,4,np-4q-2024-endelige-normpriser.xlsx
EKOFISK,1,1.3,2025,1,np-1q-2025-endelige-normpriser.xlsx
EKOFISK,2,1.35,2025,1,np-1q-2025-endelige-normpriser.xlsx
EKOFISK,3,1.65,2025,1,np-1q-2025-endelige-normpriser.xlsx
EKOFISK,4,1.85,2025,2,np-2q-2025-endelige-normpriser.xlsx
EKOFISK,5,1.9,2025,2,np-2q-2025-endelige-normpriser.xlsx
EKOFISK,6,2.1,2025,2,np-2q-2025-endelige-normpriser.xlsx
EKOFISK,7,2.15,2025,3,np-3q-2025-endelige-normpriser.xlsx
EKOFISK,8,2.3,2025,3,np-3q-2025-endelige-normpriser.xlsx
EKOFISK,9,1.8,2025,3,np-3q-2025-endelige-normpriser.xlsx
EKOFISK,10,1.5,2025,4,np-4q-2025-endelige-normpriser.xlsx
EKOFISK,11,1.6,2025,4,np-4q-2025-endelige-normpriser.xlsx
EKOFISK,12,1.3,2025,4,np-4q-2025-endelige-normpriser.xlsx
GINA KROG,4,-0.05,2019,2,np-2q-2019-normpriser.xlsx
GINA KROG,5,-0.05,2019,2,np-2q-2019-normpriser.xlsx
GINA KROG,6,-0.7,2019,2,np-2q-2019-normpriser.xlsx
GINA KROG,7,0.0,2019,3,np-3q-2019-normpriser.xlsx
GINA KROG,8,-0.3,2019,3,np-3q-2019-normpriser.xlsx
GINA KROG,9,-0.25,2019,3,np-3q-2019-normpriser.xlsx
GINA KROG,10,0.2,2019,4,np-4q-2019-normpriser.xlsx
GINA KROG,11,0.7,2019,4,np-4q-2019-normpriser.xlsx
GINA KROG,12,1.5,2019,4,np-4q-2019-normpriser.xlsx
GINA KROG,1,1.8,2020,1,np-1q-2020-normpriser.xlsx
GINA KROG,2,1.45,2020,1,np-1q-2020-normpriser.xlsx
GINA KROG,4,-9.45,2020,2,np-2q-2020-normpriser.xlsx
GINA KROG,4,-0.2,2020,2,np-2q-2020-normpriser.xlsx
GINA KROG,5,-10.45,2020,2,np-2q-2020-normpriser.xlsx
GINA KROG,6,-5.2,2020,2,np-2q-2020-normpriser.xlsx
GINA KROG,7,-0.85,2020,3,np-3q-2020-normpriser.xlsx
GINA KROG,8,-1.6,2020,3,np-3q-2020-normpriser.xlsx
GINA KROG,9,-0.2,2020,3,np-3q-2020-normpriser.xlsx
GINA KROG,10,-1.2,2020,4,np-4q-2020-normpriser.xlsx
GINA KROG,12,-1.6,2020,4,np-4q-2020-normpriser.xlsx
GINA KROG,1,-0.6,2021,1,np-1q-2021-endelige-normpriser.xlsx
GINA KROG,2,-1.9,2021,1,np-1q-2021-endelige-normpriser.xlsx
GINA KROG,3,-1.5,2021,1,np-1q-2021-endelige-normpriser.xlsx
GINA KROG,4,-1.45,2021,2,np-2q-2021-endelige-normpriser.xlsx
GINA KROG,6,-1.95,2021,2,np-2q-2021-endelige-normpriser.xlsx
GINA KROG,7,-0.65,2021,3,np-3q-2021-endelige-normpriser.xlsx
GINA KROG,8,-1.25,2021,3,np-3q-2021-endelige-normpriser.xlsx
GINA KROG,11,-0.2,2021,4,np-4q-2021-endelige-normpriser.xlsx
GINA KROG,1,1.7,2022,1,np-1q-2022-endelige-normpriser.xlsx
GINA KROG,2,-3.65,2022,1,np-1q-2022-endelige-normpriser.xlsx
GINA KROG,4,0.1,2022,2,np-2q-2022-endelige-normpriser.xlsx
GINA KROG,6,-11.15,2022,2,np-2q-2022-endelige-normpriser.xlsx
GINA KROG,8,1.4,2022,3,np-3q-2022-endelige-normpriser.xlsx
GINA KROG,11,-3.65,2022,4,np-4q-2022-endelige-normpriser.xlsx
GINA KROG,1,-7.6,2023,1,np-1q-2023-endelige-normpriser.xlsx
GINA KROG,4,-6.6,2023,2,np-2q-2023-endelige-normpriser.xlsx
GINA KROG,7,-2.6,2023,3,np-3q-2023-endelige-normpriser.xlsx
GINA KROG,11,-1.55,2023,4,np-4q-2023-endelige-normpriser.xlsx
GINA KROG,12,-3.25,2023,4,np-4q-2023-endelige-normpriser.xlsx
GINA KROG,2,-0.75,2024,1,np-1q-2024-endelige-normpriser.xlsx
GINA KROG,3,-0.65,2024,1,np-1q-2024-endelige-normpriser.xlsx
GINA KROG,5,-0.6,2024,2,np-2q-2024-endelige-normpriser.xlsx
GINA KROG,7,-0.75,2024,3,np-3q-2024-endelige-normpriser.xlsx
GOLIAT,4,1.15,2019,2,np-2q-2019-normpriser.xlsx
GOLIAT,5,0.75,2019,2,np-2q-2019-normpriser.xlsx
GOLIAT,6,1.3,2019,2,np-2q-2019-normpriser.xlsx
GOLIAT,7,1.1,2019,3,np-3q-2019-normpriser.xlsx
GOLIAT,8,1.4,2019,3,np-3q-2019-normpriser.xlsx
GOLIAT,10,1.6,2019,4,np-4q-2019-normpriser.xlsx
GOLIAT,11,1.80466,2019,4,np-4q-2019-normpriser.xlsx
GOLIAT,12,2.25,2019,4,np-4q-2019-normpriser.xlsx
GOLIAT,1,3.1,2020,1,np-1q-2020-normpriser.xlsx
GOLIAT,2,3.35,2020,1,np-1q-2020-normpriser.xlsx
GOLIAT,3,2.15,2020,1,np-1q-2020-normpriser.xlsx
GOLIAT,4,1.65,2020,2,np-2q-2020-normpriser.xlsx
GOLIAT,4,-2.8,2020,2,np-2q-2020-normpriser.xlsx
GOLIAT,6,-3.55,2020,2,np-2q-2020-normpriser.xlsx
GOLIAT,7,0.05,2020,3,np-3q-2020-normpriser.xlsx
GOLIAT,8,0.45,2020,3,np-3q-2020-normpriser.xlsx
GOLIAT,9,-0.1,2020,3,np-3q-2020-normpriser.xlsx
GOLIAT,10,-0.85,2020,4,np-4q-2020-normpriser.xlsx
GOLIAT,11,-0.85,2020,4,np-4q-2020-normpriser.xlsx
GOLIAT,12,-1.25,2020,4,np-4q-2020-normpriser.xlsx
GOLIAT,1,-0.6,2021,1,np-1q-2021-endelige-normpriser.xlsx
GOLIAT,2,-0.7,2021,1,np-1q-2021-endelige-normpriser.xlsx
GOLIAT,3,-0.25,2021,1,np-1q-2021-endelige-normpriser.xlsx
GOLIAT,4,-0.6,2021,2,np-2q-2021-endelige-normpriser.xlsx
GOLIAT,5,-0.45,2021,2,np-2q-2021-endelige-normpriser.xlsx
GOLIAT,7,0.0,2021,3,np-3q-2021-endelige-normpriser.xlsx
GOLIAT,8,0.35,2021,3,np-3q-2021-endelige-normpriser.xlsx
GOLIAT,9,-0.4,2021,3,np-3q-2021-endelige-normpriser.xlsx
GOLIAT,10,-0.65,2021,4,np-4q-2021-endelige-normpriser.xlsx
GOLIAT,11,0.0,2021,4,np-4q-2021-endelige-normpriser.xlsx
GOLIAT,12,1.45,2021,4,np-4q-2021-endelige-normpriser.xlsx
GOLIAT,1,-0.45,2022,1,np-1q-2022-endelige-normpriser.xlsx
