FIELDNAME,PERIODYR,PERIODMNTH,OILPRODM3,OILPRODMBD,OILPRDDENS,AGASPROKSM,WATPRODVOL
BRAE-NORTH [PART OF BRAE],2016,04,1797,0.376771,719,10360,39695
BRAE-NORTH [PART OF BRAE],2016,05,2487,0.50462032,761,12851,48121
BRAE-NORTH [PART OF BRAE],2016,06,1684,0.35307867,747,9001,34131
BRAE-NORTH [PART OF BRAE],2016,07,1745,0.35406613,757,11349,48592
BRAE-NORTH [PART OF BRAE],2016,08,1318,0.26742645,748,8044,29597
BRAE-NORTH [PART OF BRAE],2016,09,1157,0.24258433,725,9644,46284
BRAE-NORTH [PART OF BRAE],2016,10,1439,0.29197774,744,11493,53319
BRAE-NORTH [PART OF BRAE],2016,11,1461,0.306323,744,10888,51929
BRAE-NORTH [PART OF BRAE],2016,12,1763,0.35771839,759,10325,50743
BRAE-NORTH [PART OF BRAE],2017,01,1326,0.26904968,741,10387,47143
BRAE-NORTH [PART OF BRAE],2017,02,1270,0.28529643,754,8157,45903
BRAE-NORTH [PART OF BRAE],2017,03,957,0.19417839,726,9197,40306
BRAE-NORTH [PART OF BRAE],2017,04,735,0.154105,750,5579,35767
BRAE-NORTH [PART OF BRAE],2017,05,641,0.13006097,749,4985,29979
BRAE-NORTH [PART OF BRAE],2017,06,204,0.042772,753,4506,36533
BRAE-NORTH [PART OF BRAE],2017,07,133,0.02698613,774,3855,38716
BRAE-NORTH [PART OF BRAE],2017,08,137,0.02779774,751,3367,34066
BRAE-NORTH [PART OF BRAE],2017,09,154,0.03228867,784,3286,36274
BRAE-NORTH [PART OF BRAE],2017,10,71,0.01440613,845,1697,12705
BRAE-NORTH [PART OF BRAE],2017,11,925,0.19394167,734,2552,21022
BRAE-NORTH [PART OF BRAE],2017,12,472,0.09577032,746,854,7227
BRAE-NORTH [PART OF BRAE],2018,07,4,0.00081161,585,19,22
BRAE-NORTH [PART OF BRAE],2018,08,7,0.00142032,585,0,53
BRAE-NORTH [PART OF BRAE],2018,09,36,0.007548,744,0,0
BRAE-NORTH [PART OF BRAE],2018,10,13,0.00263774,743,0,0
BRAE-SOUTH [PART OF BRAE],1983,07,87525,17.75910484,840.5,22969,36
BRAE-SOUTH [PART OF BRAE],1983,08,167171,33.91953516,838.1,43007,112
BRAE-SOUTH [PART OF BRAE],1983,09,174892,36.66902267,835.5,44089,259
BRAE-SOUTH [PART OF BRAE],1983,10,193564,39.27476,836.9,50160,432
BRAE-SOUTH [PART OF BRAE],1983,11,308574,64.697682,837.7,79553,400
BRAE-SOUTH [PART OF BRAE],1983,12,313756,63.66210452,838.2,81372,240
BRAE-SOUTH [PART OF BRAE],1984,01,344044,69.80763742,838,89638,252
BRAE-SOUTH [PART OF BRAE],1984,02,365741,79.32796172,837,95313,348
BRAE-SOUTH [PART OF BRAE],1984,03,379275,76.95612097,837.9,98904,322
BRAE-SOUTH [PART OF BRAE],1984,04,375628,78.75667067,837.3,97690,319
BRAE-SOUTH [PART OF BRAE],1984,05,434818,88.22597484,837.2,114295,1375
BRAE-SOUTH [PART OF BRAE],1984,06,404709,84.853987,837.6,107651,789
BRAE-SOUTH [PART OF BRAE],1984,07,387915,78.70920484,837.9,106385,384
BRAE-SOUTH [PART OF BRAE],1984,08,263619,53.48914548,837.3,75531,322
BRAE-SOUTH [PART OF BRAE],1984,09,369535,77.47917167,839.8,103986,476
BRAE-SOUTH [PART OF BRAE],1984,10,385843,78.28878935,840.3,105207,431
BRAE-SOUTH [PART OF BRAE],1984,11,483471,101.367753,839.1,130571,905
BRAE-SOUTH [PART OF BRAE],1984,12,442610,89.80699677,837.2,120915,1029
BRAE-SOUTH [PART OF BRAE],1985,01,445865,90.46744677,838.5,130076,711
BRAE-SOUTH [PART OF BRAE],1985,02,412929,92.76155036,838.7,126941,718
BRAE-SOUTH [PART OF BRAE],1985,03,462648,93.87277161,837.9,141597,793
BRAE-SOUTH [PART OF BRAE],1985,04,424449,88.992807,838,127763,581
BRAE-SOUTH [PART OF BRAE],1985,05,400524,81.26761161,839.1,113382,637
BRAE-SOUTH [PART OF BRAE],1985,06,398867,83.62911433,839.4,117609,1551
BRAE-SOUTH [PART OF BRAE],1985,07,392273,79.5934571,840.2,122098,1643
BRAE-SOUTH [PART OF BRAE],1985,08,248739,50.46994548,839.8,74807,2127
BRAE-SOUTH [PART OF BRAE],1985,09,385114,80.74556867,839,114799,3692
BRAE-SOUTH [PART OF BRAE],1985,10,441221,89.52516419,840,130575,6257
BRAE-SOUTH [PART OF BRAE],1985,11,482771,101.22098633,840.5,142549,4915
BRAE-SOUTH [PART OF BRAE],1985,12,455167,92.35485258,840.7,132188,5891
BRAE-SOUTH [PART OF BRAE],1986,01,482743,97.95011194,840.7,143525,5689
BRAE-SOUTH [PART OF BRAE],1986,02,382526,85.93173357,840.6,109420,3411
BRAE-SOUTH [PART OF BRAE],1986,03,505388,102.54485548,841.2,147386,6822
BRAE-SOUTH [PART OF BRAE],1986,04,484641,101.613063,841.3,143878,11923
BRAE-SOUTH [PART OF BRAE],1986,05,484090,98.22342258,841.3,141905,8341
BRAE-SOUTH [PART OF BRAE],1986,06,475940,99.78875333,843,136315,7446
BRAE-SOUTH [PART OF BRAE],1986,07,483423,98.08808613,844,128329,8855
BRAE-SOUTH [PART OF BRAE],1986,08,562425,114.11784677,843.8,137583,6889
BRAE-SOUTH [PART OF BRAE],1986,09,532097,111.56300433,844.2,134867,6277
BRAE-SOUTH [PART OF BRAE],1986,10,568007,115.25045258,844.1,147231,12278
BRAE-SOUTH [PART OF BRAE],1986,11,550309,115.38145367,844.3,140786,13763
BRAE-SOUTH [PART OF BRAE],1986,12,550561,111.7106029,844.5,137766,14663
BRAE-SOUTH [PART OF BRAE],1987,01,535934,108.74273742,844.9,140870,17127
BRAE-SOUTH [PART OF BRAE],1987,02,445049,99.97707893,845.2,119342,19194
BRAE-SOUTH [PART OF BRAE],1987,03,531854,107.91489226,845,139359,19481
BRAE-SOUTH [PART OF BRAE],1987,04,520525,109.13674167,844.6,137223,20709
BRAE-SOUTH [PART OF BRAE],1987,05,505336,102.53430452,843.8,144305,15314
BRAE-SOUTH [PART OF BRAE],1987,06,170388,35.724684,843.8,44830,6519
BRAE-SOUTH [PART OF BRAE],1987,07,514761,104.44666742,845.3,136254,28818
BRAE-SOUTH [PART OF BRAE],1987,08,511867,103.85946548,845.4,140864,45933
BRAE-SOUTH [PART OF BRAE],1987,09,494955,103.775565,844.2,135354,33589
BRAE-SOUTH [PART OF BRAE],1987,10,491994,99.82716968,844.7,137414,18020
BRAE-SOUTH [PART OF BRAE],1987,11,460771,96.60831967,844.3,133830,24077
BRAE-SOUTH [PART OF BRAE],1987,12,473969,96.16983903,845.3,136365,32178
BRAE-SOUTH [PART OF BRAE],1988,01,483455,98.09457903,845.2,143028,44033
BRAE-SOUTH [PART OF BRAE],1988,02,387342,84.01314414,842.5,118239,19267
BRAE-SOUTH [PART OF BRAE],1988,03,428941,87.03351258,843.5,137033,17156
BRAE-SOUTH [PART OF BRAE],1988,04,398859,83.627437,845.2,129762,29056
BRAE-SOUTH [PART OF BRAE],1988,05,420150,85.24979032,845.9,134707,26051
BRAE-SOUTH [PART OF BRAE],1988,06,425057,89.12028433,849.5,123611,28191
BRAE-SOUTH [PART OF BRAE],1988,07,505851,102.63879968,852.2,154277,35322
BRAE-SOUTH [PART OF BRAE],1988,08,485394,98.48800839,846.9,153208,35822
BRAE-SOUTH [PART OF BRAE],1988,09,466389,97.786227,848.1,150921,45510
BRAE-SOUTH [PART OF BRAE],1988,10,465083,94.36684097,847.6,149940,10614
BRAE-SOUTH [PART OF BRAE],1988,11,457096,95.83779467,849.9,154850,17724
BRAE-SOUTH [PART OF BRAE],1988,12,378697,76.8388429,844.9,138803,10361
BRAE-SOUTH [PART OF BRAE],1989,01,355743,72.18140226,848.8,136547,38525
BRAE-SOUTH [PART OF BRAE],1989,02,301943,67.82933821,845.4,134098,49178
BRAE-SOUTH [PART OF BRAE],1989,03,291431,59.13229,845.1,146289,46937
BRAE-SOUTH [PART OF BRAE],1989,04,210285,44.089755,845.3,134267,48268
BRAE-SOUTH [PART OF BRAE],1989,05,186397,37.82055258,845.7,127713,89108
BRAE-SOUTH [PART OF BRAE],1989,06,43485,9.117355,845.5,30411,14824
BRAE-SOUTH [PART OF BRAE],1989,07,169842,34.46148968,842,97798,16857
BRAE-SOUTH [PART OF BRAE],1989,08,190688,38.69121032,842.7,123906,19387
BRAE-SOUTH [PART OF BRAE],1989,09,178748,37.47749733,846.1,107561,31997
BRAE-SOUTH [PART OF BRAE],1989,10,218062,44.24548323,846.4,116422,63184
BRAE-SOUTH [PART OF BRAE],1989,11,194174,40.71181533,847.4,110015,67987
BRAE-SOUTH [PART OF BRAE],1989,12,191319,38.81924226,845,107745,68490
BRAE-SOUTH [PART OF BRAE],1990,01,202990,41.18732581,842.7,103381,56382
BRAE-SOUTH [PART OF BRAE],1990,02,178866,40.18096929,842.2,91514,33987
BRAE-SOUTH [PART OF BRAE],1990,03,177073,35.9286829,840.7,101159,27758
BRAE-SOUTH [PART OF BRAE],1990,04,168737,35.37852433,841.7,98994,47706
BRAE-SOUTH [PART OF BRAE],1990,05,150603,30.55783452,841.3,119377,51087
BRAE-SOUTH [PART OF BRAE],1990,06,144332,30.26160933,843.9,119458,67703
BRAE-SOUTH [PART OF BRAE],1990,07,113620,23.05386452,845.4,70642,46108
BRAE-SOUTH [PART OF BRAE],1990,08,104732,21.25046065,839.7,60037,37166
BRAE-SOUTH [PART OF BRAE],1990,09,125161,26.24208967,839,63103,28138
BRAE-SOUTH [PART OF BRAE],1990,10,133367,27.06059452,844.2,78095,54897
BRAE-SOUTH [PART OF BRAE],1990,11,131541,27.579763,843.9,78595,60669
BRAE-SOUTH [PART OF BRAE],1990,12,105489,21.40405839,842.5,60952,57103
BRAE-SOUTH [PART OF BRAE],1991,01,40575,8.23279839,843.5,24374,23436
BRAE-SOUTH [PART OF BRAE],1991,02,59530,13.37298929,838.6,23448,31249
BRAE-SOUTH [PART OF BRAE],1991,03,100110,20.31264194,844.1,44647,73016
BRAE-SOUTH [PART OF BRAE],1991,04,110279,23.12183033,844.3,37630,90444
BRAE-SOUTH [PART OF BRAE],1991,05,115531,23.44161258,846.5,40721,114214
BRAE-SOUTH [PART OF BRAE],1991,06,162265,34.02156167,845.1,72992,88603
BRAE-SOUTH [PART OF BRAE],1991,07,144958,29.41244581,845.5,75117,109612
BRAE-SOUTH [PART OF BRAE],1991,08,89372,18.1338671,844.7,49259,104841
BRAE-SOUTH [PART OF BRAE],1991,09,76865,16.11602833,846.2,51534,109415
BRAE-SOUTH [PART OF BRAE],1991,10,78679,15.9642229,846.2,49181,81296
BRAE-SOUTH [PART OF BRAE],1991,11,67733,14.20135233,847.1,43545,90691
BRAE-SOUTH [PART OF BRAE],1991,12,52802,10.71369613,844.9,31875,101233
BRAE-SOUTH [PART OF BRAE],1992,01,51178,10.38418129,846.5,33272,92200
BRAE-SOUTH [PART OF BRAE],1992,02,55776,12.09762207,845.3,35484,89805
BRAE-SOUTH [PART OF BRAE],1992,03,55596,11.28060774,845.3,27255,86051
BRAE-SOUTH [PART OF BRAE],1992,04,43017,9.019231,849.1,25012,73534
BRAE-SOUTH [PART OF BRAE],1992,05,55390,11.23880968,846.8,35729,116230
BRAE-SOUTH [PART OF BRAE],1992,06,62802,13.167486,845.1,64718,96132
BRAE-SOUTH [PART OF BRAE],1992,07,60732,12.32271871,845.6,46378,78292
BRAE-SOUTH [PART OF BRAE],1992,08,55088,11.1775329,848.3,36275,102542
BRAE-SOUTH [PART OF BRAE],1992,09,47408,9.93987733,847.5,28596,118235
BRAE-SOUTH [PART OF BRAE],1992,10,59474,12.06746645,846.4,27866,125496
BRAE-SOUTH [PART OF BRAE],1992,11,59717,12.52066433,848.2,22952,109689
BRAE-SOUTH [PART OF BRAE],1992,12,58997,11.97068161,847.9,22188,90638
BRAE-SOUTH [PART OF BRAE],1993,01,57789,11.72557452,847.3,22264,102437
BRAE-SOUTH [PART OF BRAE],1993,02,45588,10.24101857,845.4,16875,74876
BRAE-SOUTH [PART OF BRAE],1993,03,15958,3.23792968,846.2,6019,23143
BRAE-SOUTH [PART OF BRAE],1993,04,28761,6.030223,845,9310,55287
BRAE-SOUTH [PART OF BRAE],1993,05,42519,8.62724226,846.7,13544,91722
BRAE-SOUTH [PART OF BRAE],1993,06,42750,8.96325,847.8,14279,109859
BRAE-SOUTH [PART OF BRAE],1993,07,52758,10.70476839,849.1,18583,115526
BRAE-SOUTH [PART OF BRAE],1993,08,53542,10.86384452,847.4,17637,118400
BRAE-SOUTH [PART OF BRAE],1993,09,59258,12.42442733,848.4,19261,123237
BRAE-SOUTH [PART OF BRAE],1993,10,54825,11.12416935,849.4,18038,112099
BRAE-SOUTH [PART OF BRAE],1993,11,45047,9.44485433,848.9,16558,125384
BRAE-SOUTH [PART OF BRAE],1993,12,43431,8.81229,848.2,15378,146649
BRAE-SOUTH [PART OF BRAE],1994,01,57399,11.64644226,846.4,18682,134715
BRAE-SOUTH [PART OF BRAE],1994,02,44924,10.09185571,847.2,16827,103955
BRAE-SOUTH [PART OF BRAE],1994,03,49921,10.12913194,847,15982,107797
BRAE-SOUTH [PART OF BRAE],1994,04,50988,10.690484,847.2,17062,109720
BRAE-SOUTH [PART OF BRAE],1994,05,51577,10.46513968,845.8,17507,116577
BRAE-SOUTH [PART OF BRAE],1994,06,54336,11.392448,846.9,17839,113423
BRAE-SOUTH [PART OF BRAE],1994,07,52814,10.71613097,847.2,16466,103194
BRAE-SOUTH [PART OF BRAE],1994,08,46255,9.38528871,847.7,13367,101501
BRAE-SOUTH [PART OF BRAE],1994,09,44614,9.35406867,849.1,13018,97235
BRAE-SOUTH [PART OF BRAE],1994,10,57683,11.70406677,848.3,14522,110985
BRAE-SOUTH [PART OF BRAE],1994,11,49823,10.44622233,847.5,11846,92330
BRAE-SOUTH [PART OF BRAE],1994,12,55310,11.22257742,847.5,12849,112667
BRAE-SOUTH [PART OF BRAE],1995,01,51549,10.45945839,847.9,13060,104640
BRAE-SOUTH [PART OF BRAE],1995,02,38286,8.60067643,849,11288,85320
BRAE-SOUTH [PART OF BRAE],1995,03,51368,10.4227329,848.7,12799,105441
BRAE-SOUTH [PART OF BRAE],1995,04,48058,10.07616067,850.6,16406,106044
BRAE-SOUTH [PART OF BRAE],1995,05,52781,10.70943516,849,16964,106654
BRAE-SOUTH [PART OF BRAE],1995,06,37216,7.80295467,848,11355,65670
BRAE-SOUTH [PART OF BRAE],1995,07,57695,11.70650161,848.4,17487,102756
BRAE-SOUTH [PART OF BRAE],1995,08,52424,10.63699871,851.7,16378,96742
BRAE-SOUTH [PART OF BRAE],1995,09,48320,10.13109333,845.9,17416,95362
BRAE-SOUTH [PART OF BRAE],1995,10,67293,13.65396677,848.2,26448,133535
BRAE-SOUTH [PART OF BRAE],1995,11,59647,12.50598767,848.5,23329,115060
BRAE-SOUTH [PART OF BRAE],1995,12,63843,12.95395065,843,22524,107383
BRAE-SOUTH [PART OF BRAE],1996,01,65977,13.38694613,850.2,20516,114903
BRAE-SOUTH [PART OF BRAE],1996,02,60856,13.19945655,847.1,18851,108357
BRAE-SOUTH [PART OF BRAE],1996,03,58617,11.89357839,848.1,19817,121872
BRAE-SOUTH [PART OF BRAE],1996,04,54430,11.41215667,847.6,18092,115428
BRAE-SOUTH [PART OF BRAE],1996,05,52145,10.58038871,847.8,17140,111140
BRAE-SOUTH [PART OF BRAE],1996,06,45088,9.45345067,846.9,15486,116048
BRAE-SOUTH [PART OF BRAE],1996,07,45466,9.22519806,847.5,15027,113980
BRAE-SOUTH [PART OF BRAE],1996,08,45465,9.22499516,847.8,14609,111321
BRAE-SOUTH [PART OF BRAE],1996,09,42042,8.814806,846.6,12468,85711
BRAE-SOUTH [PART OF BRAE],1996,10,46719,9.47943581,847.2,17214,131394
BRAE-SOUTH [PART OF BRAE],1996,11,43535,9.12783833,846.3,14748,119436
BRAE-SOUTH [PART OF BRAE],1996,12,55862,11.33458,846.5,18390,109395
BRAE-SOUTH [PART OF BRAE],1997,01,55142,11.18848968,847,15612,116204
BRAE-SOUTH [PART OF BRAE],1997,02,45711,10.26864964,848,13533,112328
BRAE-SOUTH [PART OF BRAE],1997,03,55481,11.25727387,848.8,14744,118185
BRAE-SOUTH [PART OF BRAE],1997,04,44890,9.41193667,847.7,13319,111825
BRAE-SOUTH [PART OF BRAE],1997,05,33276,6.75180774,849.8,9422,77047
BRAE-SOUTH [PART OF BRAE],1997,06,33170,6.95464333,845.3,10601,92569
BRAE-SOUTH [PART OF BRAE],1997,07,38931,7.89922548,846.1,12881,128210
BRAE-SOUTH [PART OF BRAE],1997,08,43748,8.87661032,844.7,16403,119272
BRAE-SOUTH [PART OF BRAE],1997,09,43540,9.12888667,844.7,18840,118137
BRAE-SOUTH [PART OF BRAE],1997,10,49445,10.03255,852.8,25607,109146
BRAE-SOUTH [PART OF BRAE],1997,11,42052,8.81690267,894.2,19670,90528
BRAE-SOUTH [PART OF BRAE],1997,12,34653,7.03120548,849.1,20973,57515
BRAE-SOUTH [PART OF BRAE],1998,01,44040,8.93585806,842.9,32408,59982
BRAE-SOUTH [PART OF BRAE],1998,02,36889,8.28685036,847.9,28093,42895
BRAE-SOUTH [PART OF BRAE],1998,03,33224,6.74125677,860.9,21056,43752
BRAE-SOUTH [PART OF BRAE],1998,04,40261,8.44138967,853,27666,84873
BRAE-SOUTH [PART OF BRAE],1998,05,41256,8.37097548,862,25218,64361
BRAE-SOUTH [PART OF BRAE],1998,06,32311,6.77453967,856.2,16824,50369
BRAE-SOUTH [PART OF BRAE],1998,07,34306,6.96079806,844.2,17165,74721
BRAE-SOUTH [PART OF BRAE],1998,08,45454,9.22276323,842,17685,69552
BRAE-SOUTH [PART OF BRAE],1998,09,41109,8.619187,852,14744,61994
BRAE-SOUTH [PART OF BRAE],1998,10,46889,9.51392935,857.7,16328,75062
BRAE-SOUTH [PART OF BRAE],1998,11,41152,8.62820267,875.7,14223,67996
BRAE-SOUTH [PART OF BRAE],1998,12,43744,8.87579871,880.5,15604,74299
BRAE-SOUTH [PART OF BRAE],1999,01,37422,7.59304452,867.2,12481,60717
BRAE-SOUTH [PART OF BRAE],1999,02,32436,7.28651571,871.6,13200,70926
BRAE-SOUTH [PART OF BRAE],1999,03,39529,8.02056161,866.6,15439,89975
BRAE-SOUTH [PART OF BRAE],1999,04,34533,7.240419,870.7,11419,67654
BRAE-SOUTH [PART OF BRAE],1999,05,31053,6.30075387,612.1,11347,68648
BRAE-SOUTH [PART OF BRAE],1999,06,12053,2.52711233,741,4793,26193
BRAE-SOUTH [PART OF BRAE],1999,07,30456,6.17962065,895.4,12577,69834
BRAE-SOUTH [PART OF BRAE],1999,08,24104,4.89077935,849,10074,67856
BRAE-SOUTH [PART OF BRAE],1999,09,17588,3.68761733,856.4,5313,48000
BRAE-SOUTH [PART OF BRAE],1999,10,25707,5.21603323,843,9454,72517
BRAE-SOUTH [PART OF BRAE],1999,11,25186,5.28066467,799.1,8638,87519
BRAE-SOUTH [PART OF BRAE],1999,12,13388,2.71646839,782.8,5771,49525
BRAE-SOUTH [PART OF BRAE],2000,01,20703,4.20070548,841.9,4980,77564
BRAE-SOUTH [PART OF BRAE],2000,02,25625,5.55797414,832.7,9345,84216
BRAE-SOUTH [PART OF BRAE],2000,03,24753,5.02246355,839,6669,108216
BRAE-SOUTH [PART OF BRAE],2000,04,21592,4.52712267,843.4,6713,113306
BRAE-SOUTH [PART OF BRAE],2000,05,27483,5.57638935,840.3,5986,103212
BRAE-SOUTH [PART OF BRAE],2000,06,26593,5.57566567,835,6851,107446
BRAE-SOUTH [PART OF BRAE],2000,07,23293,4.72622484,857.8,6865,78749
BRAE-SOUTH [PART OF BRAE],2000,08,15342,3.11294129,869.9,3805,57227
BRAE-SOUTH [PART OF BRAE],2000,09,14500,3.04016667,887.7,3621,65285
BRAE-SOUTH [PART OF BRAE],2000,10,29539,5.99355839,852,7731,86556
BRAE-SOUTH [PART OF BRAE],2000,11,33928,7.11357067,841.9,7216,85089
BRAE-SOUTH [PART OF BRAE],2000,12,32327,6.55925258,831.5,6955,86590
BRAE-SOUTH [PART OF BRAE],2001,01,38356,7.78255613,801,6646,101296
BRAE-SOUTH [PART OF BRAE],2001,02,31947,7.17666536,804,8300,78497
BRAE-SOUTH [PART OF BRAE],2001,03,28733,5.83001839,823,5493,77906
BRAE-SOUTH [PART OF BRAE],2001,04,32304,6.773072,781,5653,65684
BRAE-SOUTH [PART OF BRAE],2001,05,32025,6.49797581,780,4209,67549
BRAE-SOUTH [PART OF BRAE],2001,06,27714,5.810702,802,5240,57863
BRAE-SOUTH [PART OF BRAE],2001,07,14787,3.00033,832,2974,33903
BRAE-SOUTH [PART OF BRAE],2001,08,15164,3.07682452,843,3002,55481
BRAE-SOUTH [PART OF BRAE],2001,09,29468,6.17845733,875,8807,105854
BRAE-SOUTH [PART OF BRAE],2001,10,34450,6.99001613,843,7227,100752
BRAE-SOUTH [PART OF BRAE],2001,11,28679,6.01303033,837,7063,118973
BRAE-SOUTH [PART OF BRAE],2001,12,19203,3.89635065,955,7825,64309
BRAE-SOUTH [PART OF BRAE],2002,01,26105,5.29678871,784,4507,106298
BRAE-SOUTH [PART OF BRAE],2002,02,21462,4.821285,746,4351,74591
BRAE-SOUTH [PART OF BRAE],2002,03,31155,6.32145,766,8067,101757
BRAE-SOUTH [PART OF BRAE],2002,04,27691,5.80587967,768,5157,85540
BRAE-SOUTH [PART OF BRAE],2002,05,27601,5.60033194,787,7547,109967
BRAE-SOUTH [PART OF BRAE],2002,06,18702,3.921186,787,334,75959
BRAE-SOUTH [PART OF BRAE],2002,07,21912,4.44601548,785,1767,93139
BRAE-SOUTH [PART OF BRAE],2002,08,19564,3.96959871,779,4689,90423
BRAE-SOUTH [PART OF BRAE],2002,09,17162,3.59829933,768,6451,81628
BRAE-SOUTH [PART OF BRAE],2002,10,18304,3.71394065,750,7218,89696
BRAE-SOUTH [PART OF BRAE],2002,11,18314,3.83983533,771,8786,103834
BRAE-SOUTH [PART OF BRAE],2002,12,21154,4.29221484,779,10974,145171
BRAE-SOUTH [PART OF BRAE],2003,01,20913,4.24331516,784,9202,131779
BRAE-SOUTH [PART OF BRAE],2003,02,17186,3.86071214,792,6093,107444
BRAE-SOUTH [PART OF BRAE],2003,03,17690,3.58935806,764,4876,99277
BRAE-SOUTH [PART OF BRAE],2003,04,16208,3.39827733,788,4798,107750
BRAE-SOUTH [PART OF BRAE],2003,05,12508,2.53791355,905,2590,70421
BRAE-SOUTH [PART OF BRAE],2003,06,11566,2.42500467,912,3840,67013
BRAE-SOUTH [PART OF BRAE],2003,07,14898,3.02285226,793,2192,68682
BRAE-SOUTH [PART OF BRAE],2003,08,13881,2.81649968,818,4237,66058
BRAE-SOUTH [PART OF BRAE],2003,09,15277,3.20307767,802,5810,69467
BRAE-SOUTH [PART OF BRAE],2003,10,15016,3.04679484,805,6522,78471
BRAE-SOUTH [PART OF BRAE],2003,11,11622,2.436746,826,4528,54781
BRAE-SOUTH [PART OF BRAE],2003,12,9241,1.87502871,826,3513,42467
BRAE-SOUTH [PART OF BRAE],2004,01,16685,3.38544032,823,3608,70200
BRAE-SOUTH [PART OF BRAE],2004,02,16163,3.50569897,812,7538,56699
BRAE-SOUTH [PART OF BRAE],2004,03,14491,2.94027065,793,4780,58623
BRAE-SOUTH [PART OF BRAE],2004,04,21095,4.42291833,874,3612,71891
BRAE-SOUTH [PART OF BRAE],2004,05,7605,1.54307903,782,1317,26481
BRAE-SOUTH [PART OF BRAE],2004,06,21889,4.58939367,809,3638,69358
BRAE-SOUTH [PART OF BRAE],2004,07,22147,4.49369774,812,3415,59574
BRAE-SOUTH [PART OF BRAE],2004,08,21829,4.42917452,782,2459,58168
BRAE-SOUTH [PART OF BRAE],2004,09,23051,4.83302633,825,2416,56075
BRAE-SOUTH [PART OF BRAE],2004,10,19679,3.99293258,783,2467,52891
BRAE-SOUTH [PART OF BRAE],2004,11,23163,4.856509,801,3201,41108
BRAE-SOUTH [PART OF BRAE],2004,12,17173,3.4844571,822,8329,13025
BRAE-SOUTH [PART OF BRAE],2005,01,21462,4.35470903,806,5171,41701
BRAE-SOUTH [PART OF BRAE],2005,02,26070,5.85643929,805,5848,68928
BRAE-SOUTH [PART OF BRAE],2005,03,27573,5.59465065,770,6249,62151
BRAE-SOUTH [PART OF BRAE],2005,04,23087,4.84057433,768,5372,44724
BRAE-SOUTH [PART OF BRAE],2005,05,23313,4.7302829,848,6577,54813
BRAE-SOUTH [PART OF BRAE],2005,06,22983,4.818769,853,7640,62883
BRAE-SOUTH [PART OF BRAE],2005,07,17870,3.62588065,745,9164,24704
BRAE-SOUTH [PART OF BRAE],2005,08,23750,4.81895161,783,9098,59685
BRAE-SOUTH [PART OF BRAE],2005,09,6984,1.464312,764,2053,19628
BRAE-SOUTH [PART OF BRAE],2005,10,25429,5.15962613,807,7322,61920
BRAE-SOUTH [PART OF BRAE],2005,11,26412,5.537716,750,7184,76152
BRAE-SOUTH [PART OF BRAE],2005,12,26901,5.45829968,783,7251,71180
BRAE-SOUTH [PART OF BRAE],2006,01,25489,5.17180032,818,7714,60368
BRAE-SOUTH [PART OF BRAE],2006,02,18948,4.25653286,839,6750,45746
BRAE-SOUTH [PART OF BRAE],2006,03,28184,5.71862452,809,8521,66698
BRAE-SOUTH [PART OF BRAE],2006,04,36559,7.66520367,795,8794,74850
BRAE-SOUTH [PART OF BRAE],2006,05,29120,5.90854194,815,9381,57548
BRAE-SOUTH [PART OF BRAE],2006,06,16696,3.50059467,931,8002,33026
BRAE-SOUTH [PART OF BRAE],2006,07,21506,4.36363677,863,5450,55289
BRAE-SOUTH [PART OF BRAE],2006,08,18805,3.81559516,752,6790,53976
BRAE-SOUTH [PART OF BRAE],2006,09,13615,2.85461167,786,3934,29612
BRAE-SOUTH [PART OF BRAE],2006,10,27012,5.48082194,808,9162,59402
BRAE-SOUTH [PART OF BRAE],2006,11,26147,5.48215433,853,7783,71375
BRAE-SOUTH [PART OF BRAE],2006,12,30303,6.14857645,804,8763,79699
BRAE-SOUTH [PART OF BRAE],2007,01,30603,6.20944742,804,8170,76186
BRAE-SOUTH [PART OF BRAE],2007,02,24004,5.39232714,803,6710,53489
BRAE-SOUTH [PART OF BRAE],2007,03,29074,5.89920839,811,8614,65394
BRAE-SOUTH [PART OF BRAE],2007,04,25385,5.32238833,796,8635,54513
BRAE-SOUTH [PART OF BRAE],2007,05,23696,4.80799484,819,7817,53644
BRAE-SOUTH [PART OF BRAE],2007,06,29834,6.25519533,798,10275,63632
BRAE-SOUTH [PART OF BRAE],2007,07,35228,7.14787484,767,9981,73436
BRAE-SOUTH [PART OF BRAE],2007,08,31656,6.42310452,787,9929,73249
BRAE-SOUTH [PART OF BRAE],2007,09,31872,6.682496,800,10528,84092
BRAE-SOUTH [PART OF BRAE],2007,10,38424,7.79635355,795,11369,82269
BRAE-SOUTH [PART OF BRAE],2007,11,31636,6.63301467,835,11679,67193
BRAE-SOUTH [PART OF BRAE],2007,12,34823,7.06569903,813,9266,91754
BRAE-SOUTH [PART OF BRAE],2008,01,34860,7.07320645,832,9510,94119
BRAE-SOUTH [PART OF BRAE],2008,02,31882,6.91509586,812,9373,72202
BRAE-SOUTH [PART OF BRAE],2008,03,33610,6.81957742,801,11587,91383
BRAE-SOUTH [PART OF BRAE],2008,04,28938,6.067334,787,8751,100081
BRAE-SOUTH [PART OF BRAE],2008,05,25827,5.24038161,832,10096,100626
BRAE-SOUTH [PART OF BRAE],2008,06,25550,5.35698333,856,7134,88062
