FIELDNAME,PERIODYR,PERIODMNTH,OILPRODM3,OILPRODMBD,OILPRDDENS,AGASPROKSM,WATPRODVOL
GANNET G,2017,07,5514,1.11880839,800,451,55933
GANNET G,2017,08,4928,0.9999071,800,408,21420
GANNET G,2017,09,8846,1.85471133,800,656,29914
GANNET G,2017,10,3956,0.80268516,800,251,11493
GANNET G,2017,11,6549,1.373107,800,332,19614
GANNET G,2018,01,3542,0.71868323,800,337,14187
GANNET G,2018,02,7938,1.783215,800,746,35422
GANNET G,2018,03,10515,2.13352742,800,1170,36274
GANNET G,2018,04,10135,2.12497167,800,4008,27150
GANNET G,2018,05,9460,1.91946452,800,5022,29626
GANNET G,2018,06,8814,1.848002,800,4781,28853
GANNET G,2018,07,10518,2.13413613,800,2765,14826
GANNET G,2018,08,15405,3.12572419,800,2345,35358
GANNET G,2018,09,8481,1.778183,800,1956,31272
GANNET G,2018,10,1379,0.27980355,800,223,2372
GANNET G,2018,11,5561,1.16595633,800,742,16343
GANNET G,2018,12,13902,2.82076065,800,1572,39769
GANNET G,2019,01,14044,2.8495729,800,1211,27359
GANNET G,2019,02,9197,2.06604036,800,1645,18122
GANNET G,2019,03,13207,2.6797429,800,2160,37249
GANNET G,2019,04,14133,2.963219,800,2789,40186
GANNET G,2019,05,12201,2.47562226,800,2232,30180
GANNET G,2019,07,7101,1.44081581,800,858,9849
GANNET G,2019,08,12312,2.49814452,800,1321,18805
GANNET G,2019,09,10075,2.11239167,800,1282,18487
GANNET G,2019,10,13010,2.63977097,800,1826,36067
GANNET G,2019,11,13391,2.80764633,800,1843,38650
GANNET G,2019,12,12524,2.54116,800,1503,41505
GANNET G,2020,01,12836,2.60446581,800,968,43330
GANNET G,2020,02,13493,2.92658517,800,1697,38857
GANNET G,2020,03,12364,2.50869548,800,1364,42377
GANNET G,2020,04,5654,1.18545533,800,522,22070
GANNET G,2020,05,4928,0.9999071,800,605,23854
GANNET G,2020,06,10003,2.09729567,800,924,48327
GANNET G,2020,07,9604,1.94868258,800,916,48366
GANNET G,2020,08,4129,0.83778742,800,401,18226
GANNET G,2020,09,4999,1.04812367,800,422,23318
GANNET G,2020,10,376,0.07629161,800,68,2241
GANNET G,2020,11,441,0.092463,800,51,2214
GANNET G,2020,12,7070,1.43452581,800,1488,30292
GANNET G,2021,01,8383,1.70093774,800,1386,40178
GANNET G,2021,02,5398,1.21262214,800,868,23454
GANNET G,2021,03,6287,1.27565258,800,752,15483
GANNET G,2021,04,2057,0.43128433,800,295,4805
GANNET G,2021,05,1701,0.34513839,800,157,3416
GANNET G,2021,06,2987,0.62627433,800,313,12563
GANNET G,2021,07,2897,0.58781065,800,191,22858
GANNET G,2021,08,3896,0.79051097,800,226,19344
GANNET G,2021,09,3107,0.65143433,800,166,15350
GANNET G,2021,10,3773,0.76555387,800,218,19245
GANNET G,2021,11,2797,0.58643767,800,129,11016
GANNET G,2021,12,3130,0.6350871,800,150,13004
GANNET G,2022,01,2836,0.57543355,800,150,14149
GANNET G,2022,02,3398,0.76333643,800,147,20291
GANNET G,2022,03,3392,0.68824774,800,233,17379
GANNET G,2022,04,4134,0.866762,800,220,15270
GANNET G,2022,05,3227,0.65476871,800,151,13483
GANNET G,2022,07,2819,0.57198419,800,110,10912
GANNET G,2022,09,4,0.00083867,800,7,95
GANNET G,2022,10,2252,0.45693806,800,100,8836
GANNET G,2022,11,2098,0.43988067,800,88,6971
GANNET G,2022,12,4132,0.83839613,800,151,13999
GANNET G,2023,01,2626,0.53282387,800,101,9934
GANNET G,2023,02,2913,0.65438464,800,113,13754
GANNET G,2023,03,2719,0.55169387,800,93,10559
GANNET G,2023,04,418,0.08764067,800,11,1019
GANNET G,2023,05,2608,0.52917161,800,276,7525
GANNET G,2023,06,4051,0.84935967,800,149,13769
GANNET G,2023,07,2351,0.47702548,800,23,8229
GANNET G,2023,08,116,0.02353677,800,3,140
GANNET G,2023,10,979,0.19864226,800,36,2041
GANNET G,2023,11,1722,0.361046,800,71,4530
GANNET G,2023,12,3345,0.67871129,800,98,14057
GANNET G,2024,01,3916,0.79456903,800,110,20036
GANNET G,2024,02,2075,0.45006034,800,83,8996
GANNET G,2024,03,791,0.16049645,800,28,6941
GANNET G,2024,04,1052,0.22056933,800,38,7366
GANNET G,2024,05,777,0.15765581,800,29,7005
GANNET G,2024,06,533,0.11175233,800,18,3497
GANNET G,2024,07,826,0.16759806,800,29,10149
GANNET G,2024,08,617,0.12519129,800,22,7730
GARTEN,2018,11,31901,6.68857633,828.2,7448,286
GARTEN,2018,12,60354,12.24602129,827.3,14238,430
GARTEN,2019,01,49963,10.13765387,829.9,12123,419
GARTEN,2019,02,43069,9.67514321,834.1,9435,679
GARTEN,2019,03,36265,7.35828548,832.3,8871,1091
GARTEN,2019,04,33570,7.03851,833.6,10096,1339
GARTEN,2019,05,31065,6.30318871,827.8,9140,1533
GARTEN,2019,06,25626,5.372918,828.2,8236,1399
GARTEN,2019,07,25953,5.26594742,827.7,8871,1622
GARTEN,2019,08,24913,5.05492806,817.6,8895,1237
GARTEN,2019,09,21824,4.57576533,815.2,10436,1235
GARTEN,2019,10,23641,4.79683516,814.2,11627,24
GARTEN,2019,11,15983,3.35110233,827.3,11015,24
GARTEN,2019,12,14996,3.04273677,803.8,10292,16
GARTEN,2020,01,16356,3.31868516,807.9,8762,59
GARTEN,2020,02,60860,13.20032414,821.6,11230,210
GARTEN,2020,03,58390,11.84751935,822.9,11575,243
GARTEN,2020,04,31760,6.65901333,820.7,9591,106
GARTEN,2020,06,33235,6.96827167,824.4,6678,166
GARTEN,2020,07,54490,11.05619677,823.9,12235,176
GARTEN,2020,08,57043,11.57420871,821.4,13596,150
GARTEN,2020,09,48061,10.07678967,819.4,13105,154
GARTEN,2020,10,43123,8.74979581,826,10994,124
GARTEN,2020,11,39579,8.298397,828.8,13079,140
GARTEN,2020,12,34190,6.93726129,836.4,11916,110
GARTEN,2021,01,28912,5.86633806,834.5,10582,78
GARTEN,2021,02,26621,5.9802175,828.9,12011,79
GARTEN,2021,03,26542,5.38545742,831.1,11973,72
GARTEN,2021,04,31996,6.70849467,825.4,15479,65
GARTEN,2021,05,11852,2.40480903,821,4765,28
GARTEN,2021,06,23959,5.02340367,828.2,9583,74
GARTEN,2021,07,25536,5.18133677,827,11925,152
GARTEN,2021,08,2434,0.49386645,833,1994,89
GARTEN,2021,09,22291,4.67367967,835.4,8896,155
GARTEN,2021,10,16786,3.40593355,841.9,6294,261
GARTEN,2021,11,16001,3.35487633,839.6,7555,318
GARTEN,2021,12,21104,4.28206968,836.9,11456,420
GARTEN,2022,01,21953,4.45433452,833.8,11390,267
GARTEN,2022,02,15577,3.49926179,832.1,8757,118
GARTEN,2022,03,19771,4.01159968,834.7,11734,161
GARTEN,2022,04,16159,3.38800367,840.4,11055,149
GARTEN,2022,05,18204,3.69365032,840.8,13241,142
